Name,Kind,Slot,HitKind,MultPve,MultPvp,Notes
Talisman of the Dread,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Magma,1.15,1.1,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Talisman of the Dread,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with magma attacks
Thorny Cracked Tear,Tear,Tear,All,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Skill,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,ChargedSkill,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Crit,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Jump,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,ChargedR2,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Successive,1.2,1.2,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Physical,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Dashing,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,FinalLight,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,GuardCounter,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Horseback,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,KickStomp,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Magma,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Perfume,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Pot,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Ranged,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,RangedAimed,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Roar,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,RollBackstep,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,Storm,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,ThrownWeapon,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Thorny Cracked Tear,Tear,Tear,TwoHanded,1.0,1.0,Max successive 1.20x. Multiplies with Rotten Winged.
Twinblade Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,FinalLight,1.45,1.45,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Twinblade Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.45x  with the final light attack in a chain
Two-Handed Sword Talisman,Talisman,Passive,All,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Two-Handed Sword Talisman,Talisman,Passive,TwoHanded,1.15,1.1,Increases damage by 1.15x (1.1x in PvP)  with 2h attacks
Warrior Jar Shard,Talisman,Passive,All,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Skill,1.1,1.1,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,ChargedSkill,1.1,1.1,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Crit,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Jump,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,ChargedR2,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Successive,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Physical,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Dashing,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,FinalLight,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,GuardCounter,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Horseback,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,KickStomp,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Magma,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Perfume,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Pot,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Ranged,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,RangedAimed,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Roar,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,RollBackstep,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,Storm,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,ThrownWeapon,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Warrior Jar Shard,Talisman,Passive,TwoHanded,1.0,1.0,Weaker Alexander. Multiplies with Alexander if both equipped.
Winged Sword Insignia,Talisman,Passive,All,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Skill,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,ChargedSkill,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Crit,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Jump,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,ChargedR2,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Successive,1.1,1.1,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Physical,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Dashing,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,FinalLight,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,GuardCounter,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Horseback,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,KickStomp,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Magma,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Perfume,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Pot,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Ranged,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,RangedAimed,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Roar,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,RollBackstep,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,Storm,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,ThrownWeapon,1.0,1.0,Max successive 1.10x.
Winged Sword Insignia,Talisman,Passive,TwoHanded,1.0,1.0,Max successive 1.10x.
none,None,None,All,1.0,1.0,Unused product slot.
none,None,None,Skill,1.0,1.0,Unused product slot.
none,None,None,ChargedSkill,1.0,1.0,Unused product slot.
none,None,None,Crit,1.0,1.0,Unused product slot.
none,None,None,Jump,1.0,1.0,Unused product slot.
none,None,None,ChargedR2,1.0,1.0,Unused product slot.
none,None,None,Successive,1.0,1.0,Unused product slot.
none,None,None,Physical,1.0,1.0,Unused product slot.
none,None,None,Dashing,1.0,1.0,Unused product slot.
none,None,None,FinalLight,1.0,1.0,Unused product slot.
none,None,None,GuardCounter,1.0,1.0,Unused product slot.
none,None,None,Horseback,1.0,1.0,Unused product slot.
none,None,None,KickStomp,1.0,1.0,Unused product slot.
none,None,None,Magma,1.0,1.0,Unused product slot.
none,None,None,Perfume,1.0,1.0,Unused product slot.
none,None,None,Pot,1.0,1.0,Unused product slot.
none,None,None,Ranged,1.0,1.0,Unused product slot.
none,None,None,RangedAimed,1.0,1.0,Unused product slot.
none,None,None,Roar,1.0,1.0,Unused product slot.
none,None,None,RollBackstep,1.0,1.0,Unused product slot.
none,None,None,Storm,1.0,1.0,Unused product slot.
none,None,None,ThrownWeapon,1.0,1.0,Unused product slot.
none,None,None,TwoHanded,1.0,1.0,Unused product slot.
